word,Frequency,class_label
C2RMF,"	1",0
C3,"	1",0
CA,"	9",0
CAD,"	2",0
CAE,"	1",0
CAM,"	2",0
CAP,"	1",0
CAPPED,"	1",0
CATALOGUE2012,"	1",0
CD,"	2",0
CE,"	3",0
CE1913,"	1",0
CELEBRATION,"	1",0
CENSORED,"	1",0
CEO,"	1",0
CEOs,"	1",0
CEVAPCIC,"	1",0
CF,"	1",0
CHRISTIAN,"	1",0
CITY,"	2",0
CM,"	1",0
CNMI,"	1",0
CNN,"	14",0
COMMERCIAL,"	2",0
COOK,"	1",0
COPY,"	2",0
CPSU,"	2",0
CRM,"	7",0
CSI,"	3",0
CSUF,"	1",0
CT,"	1",0
CTY,"	1",0
CV,"	1",0
Ca,"	2",0
Cadan,"	1",0
Cadmus,"	1",0
Cadolini,"	1",0
Caesar,"	3",0
Cafe,"	1",0
Caffarelli,"	1",0
Caffin,"	1",0
Cage,"	1",0
Cagnes,"	1",0
Cailleton,"	1",0
Caines,"	1",0
Caitlin,"	2",0
Caka,"	1",0
Calame,"	1",0
Calarts,"	1",0
Caldwell,"	20",0
Calgary,"	1",0
California,"	26",0
Californian,"	1",0
Caliphate,"	2",0
Call,"	1",0
Calle,"	1",0
Calligraphy,"	7",0
Calliope,"	1",0
Calpams,"	1",0
Camberwell,"	2",0
Cambodia,"	2",0
Cambridge,"	14",0
Cameron,"	1",0
Cameroon,"	1",0
Camilla,"	1",0
Camille,"	1",0
Camp,"	1",0
Campaigns,"	2",0
Campbell,"	3",0
Campgrounds,"	1",0
Camps,"	1",0
Can,"	2",0
Canada,"	8",0
Canadian,"	1",0
Canal,"	1",0
Canary,"	1",0
Canberra,"	2",0
Cancer,"	1",0
Candles,"	1",0
Cannes,"	2",0
Cannibal,"	3",0
Canon,"	3",0
Canoy,"	1",0
Cant,"	10",0
Cantemir,"	5",0
Cantorum,"	1",0
Canvas,"	1",0
Capella,"	2",0
Capellas,"	2",0
Capital,"	2",0
Capitalism,"	1",0
Capitol,"	1",0
Capitole,"	2",0
Caporali,"	1",0
Capped,"	1",0
Cappella,"	1",0
Caps,"	1",0
Capture,"	1",0
Caragh,"	1",0
Caravaggio,"	1",0
Carcelle,"	1",0
Cardinal,"	1",0
Careers,"	4",0
Careggi,"	1",0
Caricature,"	1",0
Carl,"	3",0
Carleton,"	1",0
Carlo,"	2",0
Carlos,"	2",0
Carlson,"	1",0
Carmen,"	1",0
Carnegie,"	2",0
Carocci,"	1",0
Carol,"	1",0
Carolee,"	1",0
Carolina,"	10",0
Caroline,"	2",0
Carolomann,"	1",0
Caron,"	2",0
Carr,"	6",0
Carracci,"	2",0
Carriers,"	1",0
Carrol,"	1",0
Carroll,"	4",0
Carsten,"	2",0
Cartagena,"	1",0
Carter,"	1",0
Cartier,"	2",0
Cartoons,"	2",0
Carving,"	3",0
Cary,"	1",0
Caryl,"	2",0
Casa,"	4",0
Casavecchia,"	1",0
Case,"	3",0
Cassa,"	1",0
Cast,"	1",0
Castellane,"	1",0
Castellani,"	1",0
Castiglione,"	1",0
Castile,"	1",0
Castilian,"	1",0
Castillo,"	1",0
Casting,"	2",0
Castle,"	1",0
Castleford,"	1",0
Castringius,"	1",0
Castro,"	1",0
Cataloging,"	3",0
Catalogue,"	2",0
Catanese,"	1",0
Categories,"	4",0
Category,"	228",0
Cathedral,"	3",0
Catherine,"	5",0
Catherines,"	1",0
Catholic,"	4",0
Cathy,"	1",0
Catullus,"	2",0
Caucasian,"	1",0
Cavanagh,"	1",0
Cavassoni,"	1",0
Cave,"	4",0
Caves,"	1",0
Cecilia,"	1",0
Cedric,"	1",0
Cefa,"	1",0
Ceiling,"	1",0
Celant,"	1",0
Celebration,"	1",0
Celeste,"	1",0
Censorship,"	1",0
Cent,"	1",0
Centenario,"	1",0
Center,"	35",0
Centered,"	1",0
Centers,"	2",0
Central,"	9",0
Centre,"	3",0
Centric,"	8",0
Centro,"	1",0
Centrum,"	1",0
Century,"	11",0
Ceramic,"	1",0
Ceramics,"	3",0
Ceremony,"	3",0
Certain,"	3",0
Cervantes,"	2",0
Ceylon,"	1",0
Ch,"	1",0
Chagall,"	1",0
Chair,"	10",0
Chaka,"	1",0
Chalk,"	1",0
Challenge,"	1",0
Chamber,"	1",0
Chamillionaire,"	1",0
Champaign,"	1",0
Chan,"	1",0
Chance,"	1",0
Chanceaulme,"	1",0
Chandra,"	3",0
Chanel,"	1",0
Change,"	1",0
Changing,"	1",0
Channel,"	1",0
Chantal,"	2",0
Chapel,"	3",0
Chapter,"	1",0
Characteristics,"	1",0
Characterization,"	1",0
Characters,"	1",0
Charitable,"	1",0
CharitiesandPatronages,"	1",0
Charity,"	1",0
Charles,"	7",0
Charlie,"	3",0
Charlotte,"	3",0
Charwat,"	1",0
Chateau,"	1",0
Chatou,"	1",0
Chatterji,"	1",0
Chatzichristodoulou,"	1",0
Chautauqua,"	1",0
Chauvet,"	1",0
Chebatoris,"	2",0
Chela,"	1",0
Chelsea,"	6",0
Chen,"	6",0
Chennai,"	2",0
Chernigov,"	1",0
Chernihiv,"	3",0
Cheung,"	1",0
Chiba,"	3",0
Chicago,"	35",0
ChicagoUP,"	3",0
Chicagos,"	1",0
Chieftains,"	3",0
Chien,"	2",0
Child,"	1",0
Children,"	2",0
Childrens,"	5",0
Childs,"	2",0
Chile,"	1",0
Chilinskoi,"	1",0
Chilvers,"	3",0
China,"	11",0
ChinaTsering,"	1",0
ChinaValere,"	1",0
Chinatown,"	10",0
Chinese,"	16",0
ChineseJesus,"	1",0
Chip,"	1",0
Chloe,"	1",0
Choice,"	3",0
Choir,"	1",0
Choirs,"	1",0
Chokwe,"	2",0
Chomsky,"	1",0
Choreography,"	3",0
Choromanski,"	1",0
Chr,"	1",0
Christ,"	7",0
Christa,"	3",0
Christensen,"	2",0
Christi,"	1",0
Christian,"	15",0
Christiane,"	4",0
Christianity,"	1",0
Christians,"	1",0
Christies,"	1",0
Christina,"	1",0
Christo,"	1",0
Christopher,"	7",0
Chronicle,"	3",0
Chronology,"	2",0
Chuck,"	3",0
Chugajeva,"	1",0
Chung,"	5",0
Chungking,"	1",0
Churba,"	2",0
Church,"	9",0
Cicero,"	1",0
Ciceronian,"	1",0
CicerosDe,"	1",0
Cine,"	1",0
Cinema,"	11",0
Cinematic,"	1",0
Cinematography,"	8",0
Cini,"	2",0
Citation,"	20",0
Cite,"	22",0
CiteBerisha,"	1",0
CiteSeer,"	1",0
Cited,"	2",0
Cities,"	5",0
Citizen,"	1",0
Citron,"	1",0
City,"	31",0
Cityandguildsartschool,"	1",0
Citys,"	1",0
Ciudad,"	1",0
Civil,"	6",0
Civilizations,"	1",0
Cl,"	2",0
Claire,"	2",0
Clar,"	1",0
Clare,"	2",0
Claremont,"	1",0
Clarendon,"	3",0
Clark,"	2",0
Clarke,"	2",0
Class,"	1",0
Classic,"	1",0
Classical,"	12",0
Classicism,"	1",0
Classics,"	1",0
Classification,"	4",0
Classificatory,"	2",0
Claude,"	3",0
Claudia,"	3",0
Clause,"	1",0
Clear,"	1",0
Clearing,"	1",0
Clegg,"	1",0
Clement,"	1",0
Clemente,"	2",0
Clerisy,"	1",0
Cleveland,"	2",0
Clients,"	1",0
Clifton,"	1",0
Clio,"	1",0
Clip,"	1",0
Clive,"	4",0
Clockwise,"	1",0
Close,"	2",0
Closing,"	3",0
Clothes,"	2",0
Clowney,"	3",0
Club,"	4",0
CmcaVRcvJoEC,"	1",0
Co,"	8",0
Coagula,"	3",0
Coast,"	7",0
Cockburn,"	1",0
Coco,"	1",0
Code,"	1",0
Codes,"	1",0
Coen,"	1",0
Coevolution,"	2",0
Cognitive,"	2",0
Cohan,"	1",0
Coindet,"	1",0
ColBreak,"	2",0
Cola,"	1",0
Colbegin,"	1",0
Cole,"	1",0
Colell,"	1",0
Colend,"	1",0
Colin,"	2",0
Collaboration,"	2",0
Collaborations,"	2",0
Collage,"	2",0
Collection,"	18",0
CollectionIt,"	1",0
Collections,"	2",0
Collective,"	3",0
Collectors,"	1",0
College,"	62",0
Colleges,"	8",0
Collegium,"	3",0
Collingwood,"	1",0
Collingwoods,"	1",0
Collins,"	5",0
Collision,"	1",0
Cologne,"	2",0
Colom,"	1",0
Colombian,"	4",0
Color,"	1",0
Colorful,"	2",0
Colorist,"	1",0
Colosseum,"	2",0
Colour,"	2",0
Colquitt,"	3",0
Columbia,"	14",0
Columns,"	2",0
Com,"	1",0
Combined,"	1",0
Come,"	2",0
Comedy,"	2",0
Comersee,"	1",0
Comes,"	1",0
Comfort,"	1",0
Comics,"	6",0
Comintern,"	1",0
Commentary,"	3",0
Commerce,"	4",0
Commercial,"	5",0
Commission,"	6",0
Committee,"	4",0
Common,"	8",0
Commons,"	7",0
Commonwealth,"	5",0
Commu,"	1",0
Communication,"	6",0
Communism,"	3",0
Communist,"	2",0
Communities,"	1",0
Community,"	24",0
Communiversity,"	1",0
Comp,"	2",0
Companies,"	2",0
Companion,"	5",0
Company,"	9",0
Comparative,"	2",0
Comparing,"	3",0
Compendium,"	1",0
Competes,"	1",0
Competition,"	2",0
Complete,"	1",0
Completely,"	1",0
Complex,"	2",0
Complutense,"	1",0
Components,"	2",0
Composed,"	3",0
Composing,"	1",0
Composition,"	2",0
Computation,"	1",0
Computer,"	15",0
Computers,"	1",0
Coms,"	1",0
Comtrade,"	2",0
Comune,"	1",0
Con,"	1",0
Conal,"	1",0
Conan,"	2",0
Concept,"	3",0
Concepts,"	3",0
Conceptual,"	16",0
Concise,"	3",0
Conclusion,"	1",0
Concrete,"	1",0
Conference,"	8",0
Confidential,"	1",0
Configuration,"	1",0
Congregation,"	1",0
Congress,"	13",0
CongressOffice1996,"	1",0
Congressional,"	2",0
Conlon,"	1",0
Connected,"	1",0
Connor,"	1",0
Conrad,"	1",0
Consequently,"	1",0
Conservation,"	2",0
Conservatoire,"	1",0
Conservatory,"	2",0
Consider,"	2",0
Consortium,"	1",0
Constable,"	2",0
Constantinople,"	1",0
Constitution,"	3",0
Constitutional,"	1",0
Construction,"	1",0
Constructivism,"	1",0
Constructivist,"	1",0
Consultation,"	1",0
Consumer,"	1",0
Consumerism,"	1",0
Containers,"	1",0
Contemporanea,"	1",0
Contemporaries,"	1",0
Contemporary,"	20",0
Content,"	1",0
Contents,"	1",0
Contest,"	1",0
Context,"	5",0
Contextualising,"	2",0
Continental,"	1",0
Continued,"	1",0
Contract,"	2",0
Contradictions,"	1",0
Contrapposto97,"	1",0
Contrast,"	2",0
Contrasting,"	1",0
Contribution,"	1",0
Contributor,"	9",0
Contributors,"	1",0
Control,"	1",0
Controversies,"	1",0
Controversy,"	1",0
Convention,"	3",0
Conventionally,"	1",0
Conversation,"	1",0
Conversely,"	1",0
Cook,"	2",0
Cool,"	1",0
Coolist,"	1",0
Cooper,"	4",0
Cops,"	1",0
Copyright,"	1",0
Coral,"	1",0
Corbetta,"	1",0
Corbusier,"	1",0
Corinna,"	1",0
Corinth,"	2",0
Corn,"	2",0
Cornell,"	3",0
Corner,"	2",0
Cornfeld,"	1",0
Cornfield,"	1",0
Cornwell,"	1",0
Corp,"	2",0
Corporate,"	4",0
Corporation,"	1",0
Corporations,"	1",0
Corpus,"	9",0
Corris,"	1",0
Corsaire,"	1",0
Cosima,"	1",0
Cosmetics,"	1",0
Cost,"	1",0
Costas,"	1",0
Cottbus,"	2",0
Council,"	2",0
Councill,"	2",0
Countercurrents,"	1",0
Countless,"	1",0
Countries,"	1",0
Country,"	4",0
Countrymen,"	1",0
County,"	3",0
Court,"	5",0
Courtier,"	1",0
Courtyard,"	1",0
Coventry,"	1",0
Cover,"	1",0
Cowan,"	2",0
Crabtree,"	1",0
Craft,"	2",0
Crafts,"	7",0
Craig,"	7",0
Craigmillar,"	1",0
Cranbrook,"	2",0
Cranbrookart,"	1",0
Crane,"	1",0
Cranston,"	1",0
Craufurd,"	1",0
Crawling,"	1",0
Create,"	4",0
Creation,"	3",0
Creations,"	1",0
Creative,"	17",0
Creativity,"	6",0
Creazione,"	1",0
Credit,"	1",0
Credo,"	1",0
Creme,"	1",0
Crew,"	1",0
Crib,"	1",0
Crime,"	1",0
Criminal,"	4",0
Crisis,"	2",0
Crispoldi,"	3",0
Criterion,"	1",0
Critic,"	1",0
Critica,"	1",0
Critical,"	6",0
Criticism,"	11",0
Critics,"	2",0
Critique,"	2",0
Croatia,"	3",0
CroatiaMatt,"	1",0
Croce,"	5",0
Croix,"	1",0
Cronin,"	3",0
Cronkite,"	5",0
Cropped,"	1",0
Cross,"	9",0
Crown,"	3",0
Crucifixion,"	1",0
Crummy,"	2",0
Crump,"	1",0
Cruz,"	2",0
Cruzeiro,"	8",0
Csaba,"	1",0
Cuba,"	2",0
CubaMare,"	1",0
Cubism,"	3",0
Cubists,"	1",0
Culinary,"	2",0
Cult,"	3",0
Cultural,"	110",0
Culture,"	54",0
Culturology,"	1",0
Cumini,"	2",0
Cun,"	2",0
Cunningham,"	1",0
Cuno,"	1",0
Cupid,"	1",0
Curated,"	1",0
Curator,"	1",0
Curatorial,"	2",0
Curbed,"	1",0
Current,"	1",0
Currently,"	1",0
Curriculum,"	1",0
Curry,"	1",0
Cushman,"	1",0
Custom,"	4",0
Customs,"	1",0
Cutting,"	1",0
Cvzg5G,"	1",0
Cy,"	1",0
Cycle,"	3",0
Cyclopaedia,"	3",0
Cylinder,"	1",0
Czech,"	2",0
D,"	31",0
D0,"	4",0
D2D0AD6C4318D64A0763C146D71A6053,"	1",0
D5,"	4",0
D9,"	2",0
DA,"	1",0
DAM,"	7",0
DASH,"	1",0
DATE,"	6",0
DB,"	3",0
DC,"	3",0
DCMS,"	1",0
DD,"	2",0
DDM,"	1",0
DDS,"	1",0
DEATH,"	6",0
DEFAULTSORT,"	24",0
DEMOCRATIC,"	1",0
DESCRIPTION,"	3",0
DESRIST,"	1",0
DG,"	1",0
DIT,"	1",0
DIY,"	4",0
DJ,"	1",0
DK,"	1",0
DM,"	1",0
DMC,"	1",0
DMOZ,"	2",0
DMU,"	1",0
DO90,"	1",0
DOI,"	1",0
DOffizi,"	1",0
DSS,"	1",0
DUEL,"	1",0
DVD,"	5",0
DVDs,"	1",0
DX,"	2",0
DXSJZwEACAAJ,"	1",0
Dada,"	6",0
Dadaism,"	2",0
Daddy,"	2",0
Dafford,"	1",0
Daily,"	6",0
Dakin,"	5",0
Dal,"	2",0
Dale,"	2",0
Dam,"	1",0
Dambusters,"	1",0
Dame,"	1",0
Damen,"	1",0
Damengesellschaft,"	3",0
Damien,"	5",0
Damn,"	1",0
Dan,"	4",0
Dana,"	2",0
Dance,"	31",0
Dancing,"	1",0
Daniel,"	7",0
Danish,"	1",0
Dansk,"	1",0
Danto,"	7",0
Daphne,"	1",0
Darby,"	1",0
Dardania,"	3",0
Dardanian,"	1",0
Dardanis,"	3",0
Dare,"	1",0
Darfur,"	2",0
Dark,"	2",0
Darlington,"	2",0
Darryl,"	1",0
Darton,"	1",0
Darwin,"	1",0
Dashuria,"	1",0
Dasm,"	1",0
Data,"	3",0
Dated,"	1",0
Daumier,"	1",0
David,"	42",0
Davies,"	3",0
Davis,"	4",0
Davos,"	1",0
Day,"	2",0
Days,"	3",0
Dazed,"	2",0
De,"	15",0
DeBernardi,"	1",0
DeBris,"	1",0
DeSantis,"	1",0
Dead,"	2",0
Deaddrops,"	1",0
Deaf,"	1",0
Dean,"	2",0
Death,"	2",0
Debar,"	1",0
Debates,"	1",0
Deborah,"	3",0
Debunking,"	1",0
Debut,"	2",0
Dec,"	1",0
Decade,"	1",0
Decadence,"	1",0
Decay,"	3",0
December,"	20",0
Declaration,"	4",0
Declare,"	3",0
Deco,"	1",0
Decode,"	1",0
Decollage,"	1",0
Decor,"	1",0
Decoratifs,"	2",0
Decoration,"	3",0
Decorative,"	3",0
Decree,"	1",0
Decrees,"	4",0
Dedication,"	1",0
Deep,"	2",0
Defacement,"	4",0
Default,"	1",0
Defence,"	2",0
Define,"	1",0
Definition,"	9",0
Definitions,"	3",0
Dei,"	1",0
Delamore,"	1",0
Deleted,"	1",0
Delft,"	2",0
Delgado,"	2",0
Delhi,"	3",0
Delilah,"	2",0
Dell,"	1",0
Delos,"	5",0
Delvaux,"	4",0
Delving,"	2",0
Demand,"	1",0
Dematerialization,"	2",0
Demi,"	1",0
Democracy,"	2",0
Democratic,"	4",0
Denis,"	5",0
DenisArnold,"	2",0
Densely,"	1",0
Denza,"	1",0
Deo,"	1",0
Deodato,"	5",0
Departamneti,"	1",0
Department,"	15",0
Departments,"	7",0
Dependencies,"	1",0
Depending,"	1",0
Dept,"	1",0
Derain,"	1",0
Derno,"	1",0
Derry,"	2",0
Desan,"	1",0
Description,"	5",0
Descriptions,"	1",0
Desdemona,"	1",0
Design,"	128",0
Designed,"	1",0
Designer,"	1",0
Designers,"	4",0
Designing,"	2",0
Designs,"	7",0
Designtalkboard,"	2",0
Destruction,"	2",0
Detachment,"	1",0
Detail,"	2",0
Details,"	2",0
Detective,"	1",0
Determination,"	1",0
Detmold,"	2",0
Detroit,"	4",0
Deutscher,"	1",0
Devadatta,"	2",0
Develop,"	1",0
Development,"	10",0
Developments,"	1",0
Deviance,"	2",0
Dexia,"	1",0
Dexinger,"	1",0
Dezeen,"	1",0
Dhabi,"	5",0
Dhaka,"	2",0
Dhjet,"	1",0
Dhomi,"	4",0
Diagnostic,"	2",0
Dialogic,"	1",0
Dialogues,"	1",0
Diana,"	1",0
Diario,"	1",0
DicHist,"	1",0
DicHist1,"	1",0
Diccionario,"	1",0
Dickie,"	3",0
Dickies,"	1",0
Dickinson,"	1",0
Dictionaries,"	2",0
Dictionary,"	49",0
Dictionnaire,"	3",0
Didascalicon,"	1",0
Diday,"	1",0
Die,"	5",0
Diego,"	10",0
Dierick,"	1",0
Differencing,"	1",0
Different,"	1",0
Differently,"	2",0
Digital,"	20",0
Dija,"	1",0
Dijkhuis,"	3",0
Dilemma,"	2",0
Dillinger,"	1",0
Dimensione,"	2",0
Dimitrie,"	2",0
Dingle,"	1",0
Dinner,"	1",0
Dion,"	2",0
Dionysian,"	1",0
Dior,"	6",0
Diplopia,"	1",0
Directed,"	1",0
Directions,"	1",0
Director,"	3",0
Disappearing,"	1",0
Disasters,"	1",0
Disciplines,"	1",0
Discontents,"	1",0
Discoveries,"	1",0
DiscussionCycle,"	1",0
Disegno,"	1",0
Disney,"	2",0
Disneys,"	1",0
Disobedience,"	1",0
Disputes,"	1",0
Dissident,"	1",0
Distinct,"	1",0
Distinction,"	2",0
Distinctions,"	1",0
District,"	1",0
Districts,"	1",0
Dithyramb,"	1",0
Div,"	4",0
Divided,"	1",0
Dividing,"	1",0
Division,"	5",0
Djian,"	1",0
Djs,"	1",0
Djurberg,"	1",0
Dnipropetrovsk,"	2",0
Do,"	5",0
Dobroshi,"	11",0
Dobroshis,"	1",0
Doctor,"	1",0
Docudramas,"	1",0
Documentary,"	2",0
Documentation,"	2",0
Documents,"	4",0
Dodona,"	10",0
Doerrer,"	1",0
Does,"	1",0
Doesburg,"	1",0
Dogancay,"	1",0
Dogg,"	1",0
Doherty,"	1",0
Doing,"	1",0
Doll,"	7",0
Dollars,"	2",0
Dom,"	2",0
Dombois,"	1",0
Dome,"	1",0
Domin,"	1",0
Domini,"	8",0
Dominicus,"	1",0
Dominions,"	2",0
Dominique,"	2",0
Domniku,"	1",0
Domonic,"	1",0
Domus,"	1",0
Don,"	5",0
Dona,"	2",0
Donald,"	1",0
Donat,"	2",0
Donations,"	1",0
DongIvan,"	1",0
Dongle,"	1",0
Donis,"	1",0
Donna,"	1",0
Donnelly,"	1",0
Dont,"	1",0
Doppler,"	2",0
Dorfman,"	1",0
Dorit,"	1",0
Dorothy,"	1",0
Dorst,"	6",0
Dorsten,"	1",0
Dot,"	1",0
Dothan,"	1",0
Double,"	2",0
Doubleday,"	1",0
Doubt,"	1",0
Doug,"	1",0
Doujinshi,"	1",0
Down,"	1",0
Downtown,"	3",0
Doyle,"	1",0
Dq1,"	1",0
Dr,"	13",0
Drabble,"	1",0
Dracula,"	1",0
Dragged,"	1",0
Dragon,"	1",0
Drake,"	2",0
Drama,"	4",0
Dramatic,"	1",0
Drasher,"	6",0
Draupadi,"	3",0
Drawing,"	13",0
Drawings,"	4",0
Draws,"	1",0
Dre,"	2",0
Dream,"	4",0
Dreamworlds,"	1",0
Dresden,"	1",0
Dried,"	1",0
Drina,"	5",0
Dritan,"	1",0
Dritare,"	1",0
Drive,"	6",0
Dropped,"	1",0
Drucker,"	1",0
Dsa,"	1",0
DuMont,"	2",0
Dubach,"	1",0
Dubbing,"	1",0
Dubuffet,"	1",0
Duc,"	1",0
Duchamp,"	29",0
Duchamps,"	1",0
Due,"	2",0
Dueces,"	1",0
Duelund,"	1",0
Dujardin,"	1",0
Dukagjini,"	1",0
Duke,"	4",0
Dumenco,"	1",0
Duncan,"	3",0
Dundalk,"	1",0
Dundas,"	3",0
Dunlap,"	1",0
Dunlop,"	1",0
Dupuis,"	2",0
Durham,"	1",0
During,"	12",0
Durr,"	1",0
Dusapin,"	1",0
Dutch,"	9",0
Duties,"	1",0
Dutton,"	6",0
Duty,"	1",0
Duuren,"	1",0
Dyer,"	2",0
Dying,"	2",0
Dyk,"	2",0
Dynamic,"	2",0
Dynasty,"	7",0
Dzubay,"	1",0
E,"	36",0
E0,"	2",0
E000216,"	1",0
E000218,"	1",0
E000223,"	1",0
E000224,"	1",0
E0k4AAAAYAAJ,"	2",0
E1,"	1",0
E2,"	3",0
E3,"	2",0
EB,"	1",0
EB1911,"	1",0
EBchecked,"	1",0
EBook,"	1",0
ECF,"	1",0
ED370857,"	2",0
EF,"	1",0
EFP,"	1",0
EJ416792,"	2",0
EL,"	2",0
ELEMENTS,"	1",0
ELLE,"	2",0
EN,"	2",0
ENG,"	2",0
EQ,"	1",0
ERGONOMICS,"	1",0
ERICExtSearch,"	4",0
ERICWebPortal,"	2",0
EST,"	1",0
EX,"	1",0
EXCEPTING,"	1",0
Each,"	6",0
Eagle,"	4",0
Eagleton,"	2",0
Early,"	1",0
Earth,"	4",0
Earthship,"	1",0
East,"	14",0
Easter,"	1",0
Eastern,"	8",0
Eat70,"	1",0
Ebenezer,"	1",0
Ebtekar,"	1",0
Ecclesiastical,"	1",0
Eceiza,"	1",0
Eclecticism,"	1",0
Ecological,"	1",0
Economic,"	9",0
Economics,"	25",0
Economies,"	3",0
Economists,"	1",0
Economy,"	3",0
Ed,"	5",0
Eddie,"	1",0
Edging,"	1",0
Edicioni,"	1",0
Edinburgh,"	3",0
Edited,"	1",0
Edition,"	18",0
Editions,"	1",0
EditionsduChene,"	1",0
Editor,"	2",0
Editorial,"	3",0
Editrice,"	1",0
Edmond,"	1",0
Edmonton,"	1",0
Eds,"	1",0
Eduardo,"	1",0
Education,"	18",0
Educational,"	6",0
Edvard,"	3",0
Edward,"	7",0
Edwin,"	2",0
Eekels,"	1",0
Eelens,"	1",0
Eelens2012,"	1",0
Effects,"	1",0
Egurolly,"	1",0
Egypt,"	7",0
Egyptian,"	3",0
Ehat,"	1",0
Ehmann,"	2",0
Eiffel,"	1",0
Eighteenth,"	2",0
Eikhof,"	1",0
Einstein,"	6",0
Eisen,"	1",0
Eisner,"	1",0
Either,"	2",0
Ekpuk,"	1",0
El,"	4",0
Elaine,"	1",0
Elbasan,"	1",0
Elder,"	1",0
Eleanor,"	2",0
Electa,"	1",0
Election,"	1",0
Electric,"	1",0
Electronic,"	4",0
Electronics,"	1",0
Element,"	1",0
Elements,"	4",0
Elena,"	1",0
Eleonore,"	1",0
Eler,"	1",0
Elez,"	1",0
Elgar,"	1",0
Elieser,"	1",0
Eligible,"	1",0
Eliot,"	1",0
Elite,"	2",0
Elizabeth,"	5",0
Elke,"	2",0
Elkins,"	1",0
Elle,"	1",0
Ellery,"	2",0
Elliot,"	2",0
Elliptic,"	1",0
Ellmeier,"	1",0
Elmer,"	1",0
Elmes,"	1",0
Elshani,"	1",0
Elsie,"	4",0
Elton,"	1",0
Ely,"	1",0
Em,"	1",0
Emanuela,"	1",0
Embassy,"	2",0
Embrace,"	1",0
Emergence,"	1",0
Emeritus,"	1",0
Emerson,"	1",0
Emigre,"	1",0
Emil,"	2",0
Emilio,"	1",0
Emily,"	8",0
Emin,"	10",0
Emins,"	1",0
Emmanuel,"	1",0
Emotion,"	2",0
Emotional,"	2",0
Emotions,"	1",0
Emperor,"	2",0
Emphasized,"	1",0
Empire,"	7",0
Empires,"	1",0
Empirical,"	1",0
Empiricism,"	1",0
Employment,"	1",0
Empowerment,"	4",0
Empty,"	2",0
Emra,"	3",0
Enc,"	1",0
Encarta,"	1",0
Encyclop,"	3",0
Encyclopaedia,"	2",0
Encyclopedia,"	37",0
Encyclopedias,"	1",0
Encylopedia,"	1",0
End,"	3",0
EndMultiCol,"	1",0
Endowment,"	2",0
Ends,"	1",0
Engagement,"	14",0
Engagements,"	1",0
Engelsk,"	1",0
Engen,"	1",0
Engineer,"	1",0
Engineering,"	19",0
Engineers,"	1",0
Engj,"	5",0
England,"	8",0
Englands,"	1",0
English,"	45",0
Enigma,"	1",0
Enlightenment,"	4",0
Enrichment,"	1",0
Enrico,"	2",0
Enron,"	1",0
Ensemble,"	7",0
Entente,"	1",0
Enterprise,"	8",0
Enterprises,"	1",0
Entertainment,"	2",0
Enti,"	2",0
Entire,"	1",0
Entirely,"	2",0
Entradas,"	1",0
Entrepreneur,"	2",0
Entrepreneurs,"	1",0
Entries,"	1",0
Enver,"	2",0
Environment,"	4",0
Environmental,"	9",0
Environments,"	1",0
Epic,"	2",0
Epiphany,"	1",0
Epochen,"	1",0
Eqrem,"	1",0
Era,"	3",0
Erato,"	1",0
Eren,"	1",0
Erenbourg,"	1",0
Ergonomics,"	1",0
Eric,"	5",0
Erica,"	1",0
Erie,"	1",0
Eriugena,"	2",0
Ernest,"	3",0
Ernst,"	5",0
Erste,"	1",0
Ert,"	1",0
Erveheja,"	1",0
Ervin,"	1",0
Erykah,"	1",0
Erzi,"	2",0
Esaak,"	1",0
Esat,"	5",0
Escorial,"	1",0
Escuela,"	1",0
Especially,"	1",0
Essay,"	2",0
Essays,"	3",0
Established,"	1",0
Estadao,"	1",0
Esthetics,"	1",0
Etching,"	1",0
Ethernet,"	1",0
Etherton,"	1",0
Ethical,"	2",0
Ethics,"	1",0
Ethiopian,"	1",0
Ethnographic,"	6",0
Ethnological,"	2",0
Etimology,"	1",0
Etnograpfik,"	1",0
Etnographic,"	1",0
Ett,"	2",0
Euan,"	1",0
Eug,"	1",0
Eugene,"	4",0
Europe,"	29",0
European,"	33",0
Europeans,"	1",0
Europes,"	2",0
Europian,"	1",0
Euterpe,"	1",0
Evaluation,"	2",0
Evans,"	3",0
Evelyn,"	1",0
Evelyne,"	1",0
Evenings,"	4",0
Events,"	1",0
Everdrive,"	2",0
Everest,"	1",0
Every,"	7",0
Everyone,"	2",0
Everything,"	2",0
Evidence,"	1",0
Evolution,"	3",0
Evolutionary,"	2",0
Ewy,"	1",0
Ex,"	1",0
ExLimbo,"	1",0
Examining,"	1",0
Example,"	1",0
Examples,"	12",0
Excelsis,"	1",0
Except,"	1",0
Excerpt,"	1",0
Exchange,"	2",0
Executed,"	1",0
Execution,"	1",0
Executive,"	2",0
Exhale,"	2",0
Exhibit,"	3",0
Exhibition,"	6",0
Exhibitions,"	4",0
Existential,"	2",0
Exoplanet,"	1",0
Expand,"	1",0
Expanded,"	1",0
Expanding,"	1",0
Expansion,"	1",0
Experience,"	2",0
Experiential,"	1",0
Experimental,"	1",0
Experiments,"	9",0
Expertise,"	1",0
Experts,"	1",0
Exploration,"	2",0
Exploring,"	1",0
Expo,"	4",0
Export,"	1",0
Exporters,"	1",0
Exports,"	1",0
Express,"	1",0
Expression,"	2",0
Expressionism,"	4",0
